"dataset_key","cluster_source","cluster_id","cell_type_label","annotation_status","confidence_score","marker_evidence","reference_source","notes"
"glycine_ComBat_BBKNN","__idents__","0","0","unreviewed",,"","",""
"glycine_ComBat_BBKNN","__idents__","1","1","unreviewed",,"","",""
"glycine_ComBat_BBKNN","__idents__","10","10","unreviewed",,"","",""
"glycine_ComBat_BBKNN","__idents__","11","11","unreviewed",,"","",""
"glycine_ComBat_BBKNN","__idents__","12","12","unreviewed",,"","",""
"glycine_ComBat_BBKNN","__idents__","13","13","unreviewed",,"","",""
"glycine_ComBat_BBKNN","__idents__","14","14","unreviewed",,"","",""
"glycine_ComBat_BBKNN","__idents__","15","15","unreviewed",,"","",""
"glycine_ComBat_BBKNN","__idents__","16","16","unreviewed",,"","",""
"glycine_ComBat_BBKNN","__idents__","17","17","unreviewed",,"","",""
"glycine_ComBat_BBKNN","__idents__","18","18","unreviewed",,"","",""
"glycine_ComBat_BBKNN","__idents__","19","19","unreviewed",,"","",""
"glycine_ComBat_BBKNN","__idents__","2","2","unreviewed",,"","",""
"glycine_ComBat_BBKNN","__idents__","20","20","unreviewed",,"","",""
"glycine_ComBat_BBKNN","__idents__","21","21","unreviewed",,"","",""
"glycine_ComBat_BBKNN","__idents__","22","22","unreviewed",,"","",""
"glycine_ComBat_BBKNN","__idents__","23","23","unreviewed",,"","",""
"glycine_ComBat_BBKNN","__idents__","24","24","unreviewed",,"","",""
"glycine_ComBat_BBKNN","__idents__","25","25","unreviewed",,"","",""
"glycine_ComBat_BBKNN","__idents__","26","26","unreviewed",,"","",""
"glycine_ComBat_BBKNN","__idents__","27","27","unreviewed",,"","",""
"glycine_ComBat_BBKNN","__idents__","28","28","unreviewed",,"","",""
"glycine_ComBat_BBKNN","__idents__","29","29","unreviewed",,"","",""
"glycine_ComBat_BBKNN","__idents__","3","3","unreviewed",,"","",""
"glycine_ComBat_BBKNN","__idents__","30","30","unreviewed",,"","",""
"glycine_ComBat_BBKNN","__idents__","31","31","unreviewed",,"","",""
"glycine_ComBat_BBKNN","__idents__","32","32","unreviewed",,"","",""
"glycine_ComBat_BBKNN","__idents__","33","33","unreviewed",,"","",""
"glycine_ComBat_BBKNN","__idents__","4","4","unreviewed",,"","",""
"glycine_ComBat_BBKNN","__idents__","5","5","unreviewed",,"","",""
"glycine_ComBat_BBKNN","__idents__","6","6","unreviewed",,"","",""
"glycine_ComBat_BBKNN","__idents__","7","7","unreviewed",,"","",""
"glycine_ComBat_BBKNN","__idents__","8","8","unreviewed",,"","",""
"glycine_ComBat_BBKNN","__idents__","9","9","unreviewed",,"","",""
"glycine_ComBat_BBKNN","Rank_1st","0","0","unreviewed",,"","",""
"glycine_ComBat_BBKNN","Rank_1st","1","1","unreviewed",,"","",""
"glycine_ComBat_BBKNN","Rank_1st","2","2","unreviewed",,"","",""
"glycine_ComBat_BBKNN","Rank_1st","3","3","unreviewed",,"","",""
"glycine_ComBat_BBKNN","Rank_1st","4","4","unreviewed",,"","",""
"glycine_ComBat_BBKNN","Rank_1st","5","5","unreviewed",,"","",""
"glycine_ComBat_BBKNN","Rank_1st","6","6","unreviewed",,"","",""
"glycine_ComBat_BBKNN","Rank_1st","7","7","unreviewed",,"","",""
"glycine_ComBat_BBKNN","Rank_1st","8","8","unreviewed",,"","",""
"glycine_ComBat_BBKNN","Rank_1st","9","9","unreviewed",,"","",""
"glycine_ComBat_BBKNN","Rank_2nd","0","0","unreviewed",,"","",""
"glycine_ComBat_BBKNN","Rank_2nd","1","1","unreviewed",,"","",""
"glycine_ComBat_BBKNN","Rank_2nd","10","10","unreviewed",,"","",""
"glycine_ComBat_BBKNN","Rank_2nd","2","2","unreviewed",,"","",""
"glycine_ComBat_BBKNN","Rank_2nd","3","3","unreviewed",,"","",""
"glycine_ComBat_BBKNN","Rank_2nd","4","4","unreviewed",,"","",""
"glycine_ComBat_BBKNN","Rank_2nd","5","5","unreviewed",,"","",""
"glycine_ComBat_BBKNN","Rank_2nd","6","6","unreviewed",,"","",""
"glycine_ComBat_BBKNN","Rank_2nd","7","7","unreviewed",,"","",""
"glycine_ComBat_BBKNN","Rank_2nd","8","8","unreviewed",,"","",""
"glycine_ComBat_BBKNN","Rank_2nd","9","9","unreviewed",,"","",""
"glycine_ComBat_BBKNN","Rank_3rd","0","0","unreviewed",,"","",""
"glycine_ComBat_BBKNN","Rank_3rd","1","1","unreviewed",,"","",""
"glycine_ComBat_BBKNN","Rank_3rd","10","10","unreviewed",,"","",""
"glycine_ComBat_BBKNN","Rank_3rd","11","11","unreviewed",,"","",""
"glycine_ComBat_BBKNN","Rank_3rd","2","2","unreviewed",,"","",""
"glycine_ComBat_BBKNN","Rank_3rd","3","3","unreviewed",,"","",""
"glycine_ComBat_BBKNN","Rank_3rd","4","4","unreviewed",,"","",""
"glycine_ComBat_BBKNN","Rank_3rd","5","5","unreviewed",,"","",""
"glycine_ComBat_BBKNN","Rank_3rd","6","6","unreviewed",,"","",""
"glycine_ComBat_BBKNN","Rank_3rd","7","7","unreviewed",,"","",""
"glycine_ComBat_BBKNN","Rank_3rd","8","8","unreviewed",,"","",""
"glycine_ComBat_BBKNN","Rank_3rd","9","9","unreviewed",,"","",""
"glycine_ComBat_BBKNN","Rank_4th","0","0","unreviewed",,"","",""
"glycine_ComBat_BBKNN","Rank_4th","1","1","unreviewed",,"","",""
"glycine_ComBat_BBKNN","Rank_4th","10","10","unreviewed",,"","",""
"glycine_ComBat_BBKNN","Rank_4th","11","11","unreviewed",,"","",""
"glycine_ComBat_BBKNN","Rank_4th","12","12","unreviewed",,"","",""
"glycine_ComBat_BBKNN","Rank_4th","13","13","unreviewed",,"","",""
"glycine_ComBat_BBKNN","Rank_4th","14","14","unreviewed",,"","",""
"glycine_ComBat_BBKNN","Rank_4th","15","15","unreviewed",,"","",""
"glycine_ComBat_BBKNN","Rank_4th","16","16","unreviewed",,"","",""
"glycine_ComBat_BBKNN","Rank_4th","17","17","unreviewed",,"","",""
"glycine_ComBat_BBKNN","Rank_4th","18","18","unreviewed",,"","",""
"glycine_ComBat_BBKNN","Rank_4th","2","2","unreviewed",,"","",""
"glycine_ComBat_BBKNN","Rank_4th","3","3","unreviewed",,"","",""
"glycine_ComBat_BBKNN","Rank_4th","4","4","unreviewed",,"","",""
"glycine_ComBat_BBKNN","Rank_4th","5","5","unreviewed",,"","",""
"glycine_ComBat_BBKNN","Rank_4th","6","6","unreviewed",,"","",""
"glycine_ComBat_BBKNN","Rank_4th","7","7","unreviewed",,"","",""
"glycine_ComBat_BBKNN","Rank_4th","8","8","unreviewed",,"","",""
"glycine_ComBat_BBKNN","Rank_4th","9","9","unreviewed",,"","",""
"glycine_ComBat_BBKNN","Rank_5th","0","0","unreviewed",,"","",""
"glycine_ComBat_BBKNN","Rank_5th","1","1","unreviewed",,"","",""
"glycine_ComBat_BBKNN","Rank_5th","10","10","unreviewed",,"","",""
"glycine_ComBat_BBKNN","Rank_5th","11","11","unreviewed",,"","",""
"glycine_ComBat_BBKNN","Rank_5th","12","12","unreviewed",,"","",""
"glycine_ComBat_BBKNN","Rank_5th","13","13","unreviewed",,"","",""
"glycine_ComBat_BBKNN","Rank_5th","14","14","unreviewed",,"","",""
"glycine_ComBat_BBKNN","Rank_5th","15","15","unreviewed",,"","",""
"glycine_ComBat_BBKNN","Rank_5th","16","16","unreviewed",,"","",""
"glycine_ComBat_BBKNN","Rank_5th","17","17","unreviewed",,"","",""
"glycine_ComBat_BBKNN","Rank_5th","18","18","unreviewed",,"","",""
"glycine_ComBat_BBKNN","Rank_5th","19","19","unreviewed",,"","",""
"glycine_ComBat_BBKNN","Rank_5th","2","2","unreviewed",,"","",""
"glycine_ComBat_BBKNN","Rank_5th","3","3","unreviewed",,"","",""
"glycine_ComBat_BBKNN","Rank_5th","4","4","unreviewed",,"","",""
"glycine_ComBat_BBKNN","Rank_5th","5","5","unreviewed",,"","",""
"glycine_ComBat_BBKNN","Rank_5th","6","6","unreviewed",,"","",""
